id,cleared,debit,credit,account_id,budget_goal_id,transaction_id,created_at,updated_at,date,account_reconciliation_id,account_reconciliations_id,account_balance_id
6016,t,,4.45,626,,123,"2018-04-12 00:17:59.755342","2018-05-05 19:08:35.278323",2018-02-03,32,,2009
6017,f,7.99,,637,,124,"2018-04-12 00:17:59.793680","2018-04-12 00:17:59.793680",2018-02-03,,,3230
6018,t,,7.99,626,,124,"2018-04-12 00:17:59.810486","2018-05-05 19:08:42.840797",2018-02-03,32,,2009
6019,f,10.04,,634,,125,"2018-04-12 00:17:59.849913","2018-04-12 00:17:59.849913",2018-02-03,,,2841
6020,t,,10.04,626,,125,"2018-04-12 00:17:59.867418","2018-05-05 19:13:14.974086",2018-02-03,32,,2009
6021,f,12.28,,634,,126,"2018-04-12 00:17:59.905736","2018-04-12 00:17:59.905736",2018-02-03,,,2841
6022,t,,12.28,626,,126,"2018-04-12 00:17:59.924578","2018-05-05 19:15:12.791800",2018-02-03,32,,2009
6023,f,100.0,,637,,127,"2018-04-12 00:17:59.962523","2018-04-12 00:17:59.962523",2018-02-05,,,3232
6024,t,,100.0,615,,127,"2018-04-12 00:17:59.980072","2018-04-18 03:57:13.402088",2018-02-05,21,,565
6025,f,7.99,,637,,128,"2018-04-12 00:18:00.020610","2018-04-12 00:18:00.020610",2018-02-05,,,3232
6026,t,,7.99,626,,128,"2018-04-12 00:18:00.039380","2018-05-05 19:15:41.954346",2018-02-05,32,,2011
6027,t,6.77,,614,,129,"2018-04-12 00:18:00.078475","2018-04-18 03:48:05.345628",2018-02-05,20,,433
6028,f,,6.77,642,,129,"2018-04-12 00:18:00.097621","2018-04-12 00:18:00.097621",2018-02-05,,,3718
6029,f,33.95,,636,,130,"2018-04-12 00:18:00.136285","2018-04-12 00:18:00.136285",2018-02-05,,,3101
6030,t,,33.95,626,,130,"2018-04-12 00:18:00.152556","2018-05-05 19:08:46.894647",2018-02-05,32,,2011
6031,f,33.99,,634,,131,"2018-04-12 00:18:00.190593","2018-04-12 00:18:00.190593",2018-02-06,,,2844
6032,t,,33.99,626,,131,"2018-04-12 00:18:00.209980","2018-05-05 19:12:28.309957",2018-02-06,32,,2012
6033,f,,3.99,634,,132,"2018-04-12 00:18:00.248391","2018-05-05 19:05:58.112185",2018-02-06,,,2844
6034,t,3.99,,626,,132,"2018-04-12 00:18:00.263969","2018-05-05 19:06:18.108279",2018-02-06,32,,2012
6035,f,13.7,,634,,133,"2018-04-12 00:18:00.297283","2018-04-12 00:18:00.297283",2018-02-06,,,2844
6036,t,,13.7,626,,133,"2018-04-12 00:18:00.313154","2018-05-05 19:12:46.563144",2018-02-06,32,,2012
6037,f,14.87,,639,,134,"2018-04-12 00:18:00.350270","2018-04-12 00:18:00.350270",2018-02-07,,,3464
6038,t,,14.87,626,,134,"2018-04-12 00:18:00.366875","2018-05-05 19:16:09.772639",2018-02-07,32,,2013
6039,f,3.15,,634,,135,"2018-04-12 00:18:00.402704","2018-04-12 00:18:00.402704",2018-02-07,,,2845
6040,t,,3.15,626,,135,"2018-04-12 00:18:00.417345","2018-05-05 19:12:59.411347",2018-02-07,32,,2013
6041,f,34.98,,633,,136,"2018-04-12 00:18:00.457109","2018-04-12 00:18:00.457109",2018-02-07,,,2714
6042,t,,34.98,626,,136,"2018-04-12 00:18:00.475272","2018-05-05 19:16:04.712782",2018-02-07,32,,2013
6043,t,332.69,,611,,137,"2018-04-12 00:18:00.510746","2018-04-14 19:18:10.766494",2018-02-07,6,,24411
6044,f,,332.69,646,,137,"2018-04-12 00:18:00.523780","2018-04-12 00:18:00.523780",2018-02-07,,,4246
6045,f,7.49,,634,,138,"2018-04-12 00:18:00.559514","2018-04-12 00:18:00.559514",2018-02-08,,,2846
6046,t,,7.49,626,,138,"2018-04-12 00:18:00.573668","2018-05-05 19:16:15.507467",2018-02-08,32,,2014
6047,f,31.92,,634,,139,"2018-04-12 00:18:00.616082","2018-04-12 00:18:00.616082",2018-02-09,,,2847
6048,t,,31.92,626,,139,"2018-04-12 00:18:00.631160","2018-05-05 19:16:21.551502",2018-02-09,32,,2015
6049,f,3.2,,637,,140,"2018-04-12 00:18:00.668479","2018-04-12 00:18:00.668479",2018-02-10,,,3237
6050,t,,3.2,626,,140,"2018-04-12 00:18:00.684254","2018-05-05 19:16:27.552127",2018-02-10,32,,2016
6051,f,7.35,,634,,141,"2018-04-12 00:18:00.718653","2018-04-12 00:18:00.718653",2018-02-10,,,2848
6052,t,,7.35,626,,141,"2018-04-12 00:18:00.737046","2018-05-05 19:16:33.288602",2018-02-10,32,,2016
6053,f,122.18,,638,,142,"2018-04-12 00:18:00.776845","2018-04-12 00:18:00.776845",2018-02-11,,,3341
6054,t,,122.18,626,,142,"2018-04-12 00:18:00.796498","2018-05-05 19:17:17.707727",2018-02-11,32,,2017
6055,f,16.92,,637,,143,"2018-04-12 00:18:00.834211","2018-04-12 00:18:00.834211",2018-02-11,,,3238
6056,t,,16.92,626,,143,"2018-04-12 00:18:00.848447","2018-05-05 19:16:46.415060",2018-02-11,32,,2017
6057,f,34.19,,632,,144,"2018-04-12 00:18:00.887992","2018-04-12 00:18:00.887992",2018-02-11,,,2459
6058,t,,34.19,626,,144,"2018-04-12 00:18:00.905721","2018-05-05 19:16:51.885547",2018-02-11,32,,2017
6059,t,51.23,,611,,145,"2018-04-12 00:18:00.941524","2018-04-14 19:18:20.125022",2018-02-12,6,,24416
6060,f,,51.23,637,,145,"2018-04-12 00:18:00.953961","2018-04-12 00:18:00.953961",2018-02-12,,,3239
6061,t,138.53,,611,,146,"2018-04-12 00:18:00.991912","2018-04-14 19:18:38.915642",2018-02-12,6,,24416
6062,f,,150.0,641,,146,"2018-04-12 00:18:01.005371","2018-05-07 01:18:41.558914",2018-02-16,,,3603
6063,f,4.55,,639,,147,"2018-04-12 00:18:01.044800","2018-04-12 00:18:01.044800",2018-02-12,,,3469
6064,t,,4.55,626,,147,"2018-04-12 00:18:01.062072","2018-05-05 19:17:23.681615",2018-02-12,32,,2018
6065,f,10.0,,639,,148,"2018-04-12 00:18:01.101069","2018-04-12 00:18:01.101069",2018-02-12,,,3469
6066,t,,10.0,626,,148,"2018-04-12 00:18:01.116528","2018-05-05 19:17:12.706327",2018-02-12,32,,2018
6067,f,12.72,,634,,149,"2018-04-12 00:18:01.150627","2018-04-12 00:18:01.150627",2018-02-12,,,2850
6068,t,,12.72,626,,149,"2018-04-12 00:18:01.168008","2018-05-05 19:17:01.075325",2018-02-12,32,,2018
6069,f,33.95,,636,,150,"2018-04-12 00:18:01.206675","2018-04-12 00:18:01.206675",2018-02-12,,,3108
6070,t,,33.95,626,,150,"2018-04-12 00:18:01.219791","2018-05-05 19:21:28.884882",2018-02-12,32,,2018
6071,f,33.95,,636,,151,"2018-04-12 00:18:01.260891","2018-04-12 00:18:01.260891",2018-02-12,,,3108
6072,t,,33.95,626,,151,"2018-04-12 00:18:01.278016","2018-05-05 19:23:22.280881",2018-02-12,32,,2018
6073,f,327.32,,636,,152,"2018-04-12 00:18:01.312864","2018-04-12 00:18:01.312864",2018-02-12,,,3108
6074,t,,327.32,626,,152,"2018-04-12 00:18:01.327789","2018-05-05 19:17:06.594452",2018-02-12,32,,2018
6075,t,1272.24,,611,,153,"2018-04-12 00:18:01.363358","2018-04-14 19:18:36.202009",2018-02-12,6,,24416
6076,f,,2720.65,641,,153,"2018-04-12 00:18:01.377534","2018-05-07 01:18:40.021420",2018-02-12,,,3599
6077,f,9.0,,637,,154,"2018-04-12 00:18:01.413904","2018-04-12 00:18:01.413904",2018-02-13,,,3240
6078,t,,9.0,615,,154,"2018-04-12 00:18:01.428496","2018-04-18 03:57:16.754518",2018-02-13,21,,573
6079,f,35.0,,637,,155,"2018-04-12 00:18:01.465458","2018-04-12 00:18:01.465458",2018-02-13,,,3240
6080,t,,35.0,626,,155,"2018-04-12 00:18:01.479031","2018-05-05 19:17:38.672788",2018-02-13,32,,2019
6081,f,14.48,,634,,156,"2018-04-12 00:18:01.513461","2018-04-12 00:18:01.513461",2018-02-13,,,2851
6082,t,,14.48,626,,156,"2018-04-12 00:18:01.525878","2018-05-05 19:17:46.663697",2018-02-13,32,,2019
6083,f,257.21,,632,,157,"2018-04-12 00:18:01.579849","2018-04-12 00:18:01.579849",2018-02-13,,,2461
6084,t,,257.21,611,,157,"2018-04-12 00:18:01.601133","2018-04-14 19:18:27.271529",2018-02-13,6,,24417
6085,f,3.13,,639,,158,"2018-04-12 00:18:01.633889","2018-04-12 00:18:01.633889",2018-02-14,,,3471
6086,t,,3.13,626,,158,"2018-04-12 00:18:01.647015","2018-05-05 19:18:24.938917",2018-02-14,32,,2020
6087,f,20.0,,637,,159,"2018-04-12 00:18:01.685233","2018-04-12 00:18:01.685233",2018-02-14,,,3241
6088,t,,20.0,615,,159,"2018-04-12 00:18:01.701047","2018-04-18 03:57:23.254730",2018-02-14,21,,574
6089,f,2.0,,637,,160,"2018-04-12 00:18:01.734281","2018-04-12 00:18:01.734281",2018-02-14,,,3241
6090,t,,2.0,615,,160,"2018-04-12 00:18:01.753247","2018-04-18 03:57:28.864444",2018-02-14,21,,574
6091,f,76.88,,637,,161,"2018-04-12 00:18:01.792795","2018-04-12 00:18:01.792795",2018-02-14,,,3241
6092,t,,76.88,626,,161,"2018-04-12 00:18:01.814324","2018-05-05 19:18:20.556489",2018-02-14,32,,2020
6093,f,15.99,,637,,162,"2018-04-12 00:18:01.850927","2018-04-12 00:18:01.850927",2018-02-14,,,3241
6094,t,,15.99,626,,162,"2018-04-12 00:18:01.866535","2018-05-05 19:18:03.261634",2018-02-14,32,,2020
6095,f,11.77,,637,,163,"2018-04-12 00:18:01.904614","2018-04-12 00:18:01.904614",2018-02-14,,,3241
6096,t,,11.77,626,,163,"2018-04-12 00:18:01.921875","2018-05-05 19:17:53.367727",2018-02-14,32,,2020
6097,f,37.36,,634,,164,"2018-04-12 00:18:01.957815","2018-04-12 00:18:01.957815",2018-02-14,,,2852
6098,t,,37.36,626,,164,"2018-04-12 00:18:01.974261","2018-05-05 19:18:09.013135",2018-02-14,32,,2020
6099,f,6.16,,639,,165,"2018-04-12 00:18:02.013656","2018-04-12 00:18:02.013656",2018-02-15,,,3472
6100,t,,6.16,626,,165,"2018-04-12 00:18:02.031195","2018-05-05 19:18:37.588572",2018-02-15,32,,2021
6101,f,4.75,,637,,166,"2018-04-12 00:18:02.069173","2018-04-12 00:18:02.069173",2018-02-15,,,3242
6102,t,,4.75,626,,166,"2018-04-12 00:18:02.088254","2018-05-05 19:18:31.297714",2018-02-15,32,,2021
6103,f,4.0,,639,,167,"2018-04-12 00:18:02.127358","2018-04-12 00:18:02.127358",2018-02-16,,,3473
6104,t,,4.0,615,,167,"2018-04-12 00:18:02.148474","2018-04-18 03:57:31.715732",2018-02-16,21,,576
6105,f,1.65,,639,,168,"2018-04-12 00:18:02.185778","2018-04-12 00:18:02.185778",2018-02-16,,,3473
6106,t,,1.65,626,,168,"2018-04-12 00:18:02.202980","2018-05-05 19:18:42.900530",2018-02-16,32,,2022
6107,f,10.38,,634,,169,"2018-04-12 00:18:02.239693","2018-04-12 00:18:02.239693",2018-02-16,,,2854
6108,t,,10.38,626,,169,"2018-04-12 00:18:02.256350","2018-05-05 19:18:57.090294",2018-02-16,32,,2022
6109,f,16.99,,636,,170,"2018-04-12 00:18:02.292655","2018-04-12 00:18:02.292655",2018-02-16,,,3112
6110,t,,16.99,626,,170,"2018-04-12 00:18:02.305659","2018-05-05 19:18:52.022137",2018-02-16,32,,2022
6111,f,6.3,,639,,171,"2018-04-12 00:18:02.342722","2018-04-12 00:18:02.342722",2018-02-17,,,3474
6112,t,,6.3,626,,171,"2018-04-12 00:18:02.358953","2018-05-05 19:19:27.608153",2018-02-17,32,,2023
6113,f,18.54,,634,,172,"2018-04-12 00:18:02.395750","2018-04-12 00:18:02.395750",2018-02-17,,,2855
6114,t,,18.54,626,,172,"2018-04-12 00:18:02.411017","2018-05-05 19:19:13.908463",2018-02-17,32,,2023
6115,f,2.5,,634,,173,"2018-04-12 00:18:02.451121","2018-04-12 00:18:02.451121",2018-02-17,,,2855
6116,t,,2.5,626,,173,"2018-04-12 00:18:02.468923","2018-05-05 19:19:03.324062",2018-02-17,32,,2023
6117,f,3.99,,634,,174,"2018-04-12 00:18:02.506676","2018-04-12 00:18:02.506676",2018-02-17,,,2855
6118,t,,3.99,626,,174,"2018-04-12 00:18:02.523901","2018-05-05 19:19:08.679351",2018-02-17,32,,2023
6119,f,9.0,,638,,175,"2018-04-12 00:18:02.560603","2018-04-12 00:18:02.560603",2018-02-18,,,3348
6120,t,,9.0,615,,175,"2018-04-12 00:18:02.580097","2018-04-18 03:57:34.046204",2018-02-18,21,,578
6121,f,20.0,,638,,176,"2018-04-12 00:18:02.618835","2018-04-12 00:18:02.618835",2018-02-18,,,3348
6122,t,,20.0,626,,176,"2018-04-12 00:18:02.637114","2018-05-05 19:21:18.290374",2018-02-18,32,,2024
6123,f,20.0,,638,,177,"2018-04-12 00:18:02.677939","2018-04-12 00:18:02.677939",2018-02-18,,,3348
6124,t,,20.0,626,,177,"2018-04-12 00:18:02.698146","2018-05-05 19:21:22.271426",2018-02-18,32,,2024
6125,f,4.11,,639,,178,"2018-04-12 00:18:02.738088","2018-04-12 00:18:02.738088",2018-02-18,,,3475
6126,t,,4.11,626,,178,"2018-04-12 00:18:02.758413","2018-05-05 19:19:20.881923",2018-02-18,32,,2024
6129,f,10.52,,634,,180,"2018-04-12 00:18:02.852575","2018-04-12 00:18:02.852575",2018-02-18,,,2856
6130,t,,35.51,626,,180,"2018-04-12 00:18:02.868477","2018-05-05 19:20:36.371783",2018-02-18,32,,2024
6131,f,24.99,,637,,181,"2018-04-12 00:18:02.906470","2018-04-12 00:18:02.906470",2018-02-19,,,3246
6132,t,,24.99,626,,181,"2018-04-12 00:18:02.921855","2018-05-05 19:21:40.117438",2018-02-19,32,,2025
6133,f,6.86,,634,,182,"2018-04-12 00:18:02.961207","2018-04-12 00:18:02.961207",2018-02-20,,,2858
6134,t,,6.86,626,,182,"2018-04-12 00:18:02.978806","2018-05-05 19:21:34.950584",2018-02-20,32,,2026
6135,f,26.58,,634,,183,"2018-04-12 00:18:03.018530","2018-04-12 00:18:03.018530",2018-02-20,,,2858
6136,t,,26.58,626,,183,"2018-04-12 00:18:03.038547","2018-05-05 19:21:45.458275",2018-02-20,32,,2026
6137,f,51.25,,633,,184,"2018-04-12 00:18:03.076172","2018-04-12 00:18:03.076172",2018-02-21,,,2728
6138,t,,51.25,611,,184,"2018-04-12 00:18:03.092590","2018-04-14 19:18:50.181504",2018-02-21,6,,24425
6139,f,112.01,,632,,185,"2018-04-12 00:18:03.128865","2018-04-12 00:18:03.128865",2018-02-21,,,2469
6140,t,,112.01,611,,185,"2018-04-12 00:18:03.146203","2018-04-14 19:19:11.682738",2018-02-21,6,,24425
6141,f,2.5,,634,,186,"2018-04-12 00:18:03.183371","2018-04-12 00:18:03.183371",2018-02-21,,,2859
6142,t,,2.5,626,,186,"2018-04-12 00:18:03.197247","2018-05-05 19:21:59.030810",2018-02-21,32,,2027
6143,f,60.0,,633,,187,"2018-04-12 00:18:03.236378","2018-04-12 00:18:03.236378",2018-02-21,,,2728
6144,t,,60.0,626,,187,"2018-04-12 00:18:03.254516","2018-05-05 19:21:52.914476",2018-02-21,32,,2027
6145,t,105.2,,611,,188,"2018-04-12 00:18:03.291539","2018-04-14 19:18:45.753994",2018-02-22,6,,24426
6146,f,,105.2,637,,188,"2018-04-12 00:18:03.310660","2018-04-12 00:18:03.310660",2018-02-22,,,3249
6147,f,,20.0,638,,189,"2018-04-12 00:18:03.347166","2018-05-05 19:07:35.237229",2018-02-22,,,3352
6148,t,20.0,,626,,189,"2018-04-12 00:18:03.364980","2018-05-05 19:07:53.404428",2018-02-22,32,,2028
6149,f,1.0,,639,,190,"2018-04-12 00:18:03.402950","2018-04-12 00:18:03.402950",2018-02-22,,,3479
6150,t,,1.0,615,,190,"2018-04-12 00:18:03.422188","2018-04-18 03:57:36.375760",2018-02-22,21,,582
6151,f,2.79,,639,,191,"2018-04-12 00:18:03.458879","2018-04-12 00:18:03.458879",2018-02-22,,,3479
6152,t,,2.79,626,,191,"2018-04-12 00:18:03.476116","2018-05-05 19:22:05.450873",2018-02-22,32,,2028
6153,t,1650.0,,643,,192,"2018-04-12 00:18:03.511258","2018-05-07 01:46:32.069152",2018-02-22,44,,3867
6154,t,,1650.0,611,,192,"2018-04-12 00:18:03.528969","2018-04-14 19:19:17.289764",2018-02-22,6,,24426
6155,f,152.39,,629,,193,"2018-04-12 00:18:03.569717","2018-04-12 00:18:03.569717",2018-02-23,,,2208
6156,t,,152.39,611,,193,"2018-04-12 00:18:03.585991","2018-04-14 19:19:21.570983",2018-02-23,6,,24427
6159,f,10.5,,638,,195,"2018-04-12 00:18:03.677705","2018-04-12 00:18:03.677705",2018-02-23,,,3353
6160,t,,10.5,626,,195,"2018-04-12 00:18:03.695341","2018-05-05 19:22:10.672289",2018-02-23,32,,2029
6161,f,23.8,,638,,196,"2018-04-12 00:18:03.731352","2018-04-12 00:18:03.731352",2018-02-23,,,3353
6162,t,,23.8,626,,196,"2018-04-12 00:18:03.751916","2018-05-05 19:22:17.125571",2018-02-23,32,,2029
6163,f,2.0,,639,,197,"2018-04-12 00:18:03.840503","2018-04-12 00:18:03.840503",2018-02-23,,,3480
6164,t,,2.0,615,,197,"2018-04-12 00:18:03.864581","2018-04-18 03:57:38.730525",2018-02-23,21,,583
6165,f,6.2,,639,,198,"2018-04-12 00:18:03.904308","2018-04-12 00:18:03.904308",2018-02-24,,,3481
6166,t,,6.2,627,,198,"2018-04-12 00:18:03.921081","2018-05-08 13:14:30.905045",2018-02-24,45,,2108
6167,f,15.99,,637,,199,"2018-04-12 00:18:03.959401","2018-04-12 00:18:03.959401",2018-02-24,,,3251
6168,t,,15.99,626,,199,"2018-04-12 00:18:03.975131","2018-05-05 19:22:30.555160",2018-02-24,32,,2030
6169,f,6.86,,634,,200,"2018-04-12 00:18:04.040889","2018-04-12 00:18:04.040889",2018-02-24,,,2862
6170,t,,6.86,627,,200,"2018-04-12 00:18:04.070667","2018-05-08 13:14:31.822867",2018-02-24,45,,2108
6171,f,9.03,,634,,201,"2018-04-12 00:18:04.121421","2018-04-12 00:18:04.121421",2018-02-24,,,2862
6172,t,,9.03,626,,201,"2018-04-12 00:18:04.139041","2018-05-05 19:22:22.644646",2018-02-24,32,,2030
6173,f,17.12,,639,,202,"2018-04-12 00:18:04.173514","2018-04-12 00:18:04.173514",2018-02-25,,,3482
6174,t,,17.12,627,,202,"2018-04-12 00:18:04.189235","2018-05-08 13:14:32.613123",2018-02-25,45,,2109
6175,f,,7.0,639,,203,"2018-04-12 00:18:04.228842","2018-04-18 03:56:25.903525",2018-02-25,,,3482
6176,t,7.0,,615,,203,"2018-04-12 00:18:04.245933","2018-04-18 03:57:41.066829",2018-02-25,21,,585
6177,f,15.08,,637,,204,"2018-04-12 00:18:04.281574","2018-04-12 00:18:04.281574",2018-02-25,,,3252
6178,t,,15.08,626,,204,"2018-04-12 00:18:04.298564","2018-05-05 19:22:38.442608",2018-02-25,32,,2031
6179,f,7.25,,634,,205,"2018-04-12 00:18:04.335221","2018-04-12 00:18:04.335221",2018-02-25,,,2863
6180,t,,7.25,627,,205,"2018-04-12 00:18:04.349223","2018-05-08 13:14:33.414309",2018-02-25,45,,2109
6181,f,4.17,,634,,206,"2018-04-12 00:18:04.385418","2018-04-12 00:18:04.385418",2018-02-26,,,2864
6182,t,,4.17,626,,206,"2018-04-12 00:18:04.400858","2018-05-05 19:23:14.372376",2018-02-26,32,,2032
6183,f,14.34,,632,,207,"2018-04-12 00:18:04.436939","2018-04-12 00:18:04.436939",2018-02-26,,,2474
6184,t,,14.34,626,,207,"2018-04-12 00:18:04.451299","2018-05-05 21:37:36.458055",2018-02-26,32,,2032
6185,f,6.35,,632,,208,"2018-04-12 00:18:04.493946","2018-04-12 00:18:04.493946",2018-02-26,,,2474
6186,t,,6.35,626,,208,"2018-04-12 00:18:04.512471","2018-05-05 21:37:25.438512",2018-02-26,32,,2032
6187,f,9.0,,639,,209,"2018-04-12 00:18:04.552258","2018-04-12 00:18:04.552258",2018-02-27,,,3484
6188,t,,9.0,615,,209,"2018-04-12 00:18:04.569893","2018-04-18 03:55:58.478595",2018-02-27,21,,587
6189,f,25.04,,634,,210,"2018-04-12 00:18:04.609251","2018-04-12 00:18:04.609251",2018-02-27,,,2865
6190,t,,25.04,626,,210,"2018-04-12 00:18:04.629437","2018-05-05 21:37:41.997421",2018-02-27,32,,2033
6191,f,2.0,,634,,211,"2018-04-12 00:18:04.665665","2018-04-12 00:18:04.665665",2018-02-27,,,2865
6192,t,,2.0,626,,211,"2018-04-12 00:18:04.683660","2018-05-05 21:37:53.820158",2018-02-27,32,,2033
6193,f,35.3,,633,,212,"2018-04-12 00:18:04.722470","2018-04-12 00:18:04.722470",2018-02-27,,,2734
6194,t,,35.3,626,,212,"2018-04-12 00:18:04.743419","2018-05-05 21:37:48.145440",2018-02-27,32,,2033
6195,f,2.76,,639,,213,"2018-04-12 00:18:04.784412","2018-04-12 00:18:04.784412",2018-02-28,,,3485
6196,t,,2.76,626,,213,"2018-04-12 00:18:04.804246","2018-05-05 21:38:05.715984",2018-02-28,32,,2034
6197,f,1.49,,634,,214,"2018-04-12 00:18:04.847250","2018-04-12 00:18:04.847250",2018-02-28,,,2866
6198,t,,1.49,626,,214,"2018-04-12 00:18:04.867097","2018-05-05 21:37:59.510358",2018-02-28,32,,2034
6199,f,35.0,,632,,215,"2018-04-12 00:18:04.906212","2018-04-12 00:18:04.906212",2018-02-28,,,2476
6200,t,,35.0,626,,215,"2018-04-12 00:18:04.925031","2018-05-05 21:38:11.025445",2018-02-28,32,,2034
6201,t,3.84,,612,,216,"2018-04-12 00:18:04.961111","2018-04-18 01:40:58.381284",2018-02-28,10,,192
6202,f,,3.84,642,,216,"2018-04-12 00:18:04.976439","2018-04-12 00:18:04.976439",2018-02-28,,,3741
6203,t,3.84,,613,,217,"2018-04-12 00:18:05.013049","2018-04-18 01:43:46.338631",2018-02-28,14,,324
6204,f,,3.84,642,,217,"2018-04-12 00:18:05.028755","2018-04-12 00:18:05.028755",2018-02-28,,,3741
6205,t,1272.25,,611,,218,"2018-04-12 00:18:05.065689","2018-04-14 19:19:41.782570",2018-02-28,6,,24432
6206,f,,2720.65,641,,218,"2018-04-12 00:18:05.080715","2018-05-07 01:18:43.386937",2018-02-28,,,3615
6207,t,1474.85,,626,,219,"2018-04-12 00:18:05.118877","2018-05-05 19:05:24.489456",2018-02-28,32,,2034
6208,t,,1474.85,611,,219,"2018-04-12 00:18:05.138182","2018-04-18 01:27:28.120375",2018-02-28,6,,24432
6209,t,69.26,,611,,220,"2018-04-12 00:18:05.172840","2018-04-18 01:27:27.289193",2018-03-01,6,,24433
6210,f,,75.0,641,,220,"2018-04-12 00:18:05.186221","2018-05-07 01:18:44.959553",2018-03-01,,,3616
6211,f,6.69,,637,,221,"2018-04-12 00:18:05.222125","2018-04-12 00:18:05.222125",2018-03-01,,,3256
6212,t,,6.69,626,,221,"2018-04-12 00:18:05.236779","2018-05-05 21:38:17.362253",2018-03-01,32,,2035
6213,f,17.33,,634,,222,"2018-04-12 00:18:05.273194","2018-04-12 00:18:05.273194",2018-03-01,,,2867
6214,t,,17.33,626,,222,"2018-04-12 00:18:05.288500","2018-05-05 21:38:30.033617",2018-03-01,32,,2035
6215,f,12.17,,634,,223,"2018-04-12 00:18:05.323615","2018-04-12 00:18:05.323615",2018-03-01,,,2867
6216,t,,12.17,626,,223,"2018-04-12 00:18:05.338767","2018-05-05 21:38:23.572636",2018-03-01,32,,2035
6217,f,299.51,,645,,224,"2018-04-12 00:18:05.375442","2018-04-12 00:18:05.375442",2018-03-01,,,4138
6218,t,,299.51,630,,224,"2018-04-12 00:18:05.391741","2018-04-18 01:48:08.445743",2018-03-01,18,,2346
6219,f,33.95,,636,,225,"2018-04-12 00:18:05.427081","2018-04-12 00:18:05.427081",2018-03-01,,,3125
6220,t,,33.95,626,,225,"2018-04-12 00:18:05.442136","2018-05-05 21:56:04.319003",2018-03-01,33,,2035
6221,f,33.95,,636,,226,"2018-04-12 00:18:05.480693","2018-04-12 00:18:05.480693",2018-03-01,,,3125
6222,t,,33.95,626,,226,"2018-04-12 00:18:05.495862","2018-05-05 22:01:53.217701",2018-03-01,33,,2035
6223,f,33.95,,636,,227,"2018-04-12 00:18:05.531595","2018-04-12 00:18:05.531595",2018-03-01,,,3125
6224,t,,33.95,626,,227,"2018-04-12 00:18:05.546852","2018-05-05 22:03:20.868593",2018-03-01,33,,2035
6225,t,960.25,,630,,228,"2018-04-12 00:18:05.583899","2018-04-18 01:48:09.559085",2018-03-01,18,,2346
6226,t,,960.25,611,,228,"2018-04-12 00:18:05.601464","2018-04-18 01:27:26.354094",2018-03-01,6,,24433
6227,f,8.56,,639,,229,"2018-04-12 00:18:05.640140","2018-04-12 00:18:05.640140",2018-03-02,,,3487
6228,t,,8.56,626,,229,"2018-04-12 00:18:05.654276","2018-05-05 21:53:41.621892",2018-03-02,33,,2036
6229,f,12.51,,639,,230,"2018-04-12 00:18:05.688109","2018-04-12 00:18:05.688109",2018-03-02,,,3487
6230,t,,12.51,626,,230,"2018-04-12 00:18:05.701046","2018-05-05 21:53:47.852980",2018-03-02,33,,2036
6231,f,240.0,,639,,231,"2018-04-12 00:18:05.739031","2018-04-12 00:18:05.739031",2018-03-02,,,3487
6232,t,,240.0,626,,231,"2018-04-12 00:18:05.757803","2018-05-05 21:53:59.115352",2018-03-02,33,,2036
6233,f,44.99,,632,,232,"2018-04-12 00:18:05.796293","2018-04-12 00:18:05.796293",2018-03-02,,,2478
6234,t,,44.99,626,,232,"2018-04-12 00:18:05.811222","2018-05-05 21:55:45.808662",2018-03-02,33,,2036
6235,f,32.93,,636,,233,"2018-04-12 00:18:05.846046","2018-04-12 00:18:05.846046",2018-03-02,,,3126
6236,t,,32.93,626,,233,"2018-04-12 00:18:05.859621","2018-05-05 21:38:41.028899",2018-03-02,32,,2036
6237,f,7.99,,637,,234,"2018-04-12 00:18:05.894390","2018-04-12 00:18:05.894390",2018-03-03,,,3258
6238,t,,7.99,626,,234,"2018-04-12 00:18:05.907684","2018-05-05 21:55:19.408588",2018-03-03,33,,2037
6239,f,5.3,,634,,235,"2018-04-12 00:18:05.946942","2018-04-12 00:18:05.946942",2018-03-03,,,2869
6240,t,,5.3,626,,235,"2018-04-12 00:18:05.966563","2018-05-05 21:54:03.965688",2018-03-03,33,,2037
6241,f,4.31,,639,,236,"2018-04-12 00:18:06.003346","2018-04-12 00:18:06.003346",2018-03-04,,,3489
6242,t,,4.31,626,,236,"2018-04-12 00:18:06.016218","2018-05-05 21:55:26.088789",2018-03-04,33,,2038
6243,f,11.0,,634,,237,"2018-04-12 00:18:06.057060","2018-04-12 00:18:06.057060",2018-03-04,,,2870
6244,t,,11.0,615,,237,"2018-04-12 00:18:06.073163","2018-04-18 03:56:13.895659",2018-03-04,21,,592
6245,f,13.72,,634,,238,"2018-04-12 00:18:06.117988","2018-04-12 00:18:06.117988",2018-03-04,,,2870
6246,t,,13.72,626,,238,"2018-04-12 00:18:06.133384","2018-05-05 21:55:31.625748",2018-03-04,33,,2038
6247,f,38.7,,634,,239,"2018-04-12 00:18:06.174654","2018-04-12 00:18:06.174654",2018-03-04,,,2870
6248,t,,38.7,626,,239,"2018-04-12 00:18:06.190908","2018-05-05 21:55:37.413746",2018-03-04,33,,2038
6249,f,9.67,,639,,240,"2018-04-12 00:18:06.226923","2018-04-12 00:18:06.226923",2018-03-05,,,3490
